APA Tenant,HasPay,Segment,Industry,Sub Industry,ERP,Medius Territory,Sum of Employees,Capture License Type,Sum of APA License utilization,AP Automation,Sum of ACV (USD),Sum of Number of Locations,ActivatedModules,ActiveSubsidiaries,ActiveUsers,AvgCommentsPerDocument,AvgCompletedTasksPerWeek,AvgInvoicesPerMonth,AvgLinesPerInvoice,AvgOverdueDays,DistinctLanguages,AvgTimeToCompleteTask,TotalArchivedInvoices,OverdueInvoiceCount,MinInvoiceDate,RootCompanyCreatedTimestamp,Account Description
dairyaustralia,0,Mid-Market,Professional Services,Management Consulting,'-,Medius Australia,552.0,Medius Capture,39.0,True,21807.69,4.0,9,9,206,2.785673516,1222.056603,425.76923,1.003379647,43.044058,1,2.073867,3863,749,11/9/2020 2:14,5/19/2020 23:13,"Dairy Australia is the national services body for dairy farmers and the industry. Their role is to help farmers adapt to a changing operating environment, and achieve a profitable, sustainable dairy industry."
dallasgroup,0,Mid-Market,Manufacturing - Non-Durables,Chemicals & Related Products,SAP,Medius North America,339.0,Medius Capture,71.0,True,37788.96,5.0,8,3,27,1.765125324,2502.018518,1224.692307,1.599385246,12.125637,1,0.637655,14080,4513,2/25/2020 13:52,11/13/2019 6:33,"Dallas Group of America, Inc. manufactures and markets adsorbent synthetic magnesium silicate. The company also provides ammonium chloride for use in the manufacture of electric dry-cell batteries, soldering fluxes, textile dyeing and galvanizing, certai"
danthermgroup,0,Mid-Market,Manufacturing - Non-Durables,Industrial Machinery & Equipment,'-,Medius Denmark,552.0,Medius Capture,90.0,True,39910.37,2.0,6,7,169,1.438089623,5112.055555,2201.384615,3.003866482,20.346321,2,1.339001,26918,3208,1/8/2024 7:32,10/4/2022 7:39,"Founded in 1958, Dantherm manufactures stationary, mobile air handling units and climate control products. The company focuses on dehumidification, heating, air conditioning, ventilation, and electronics cooling products and services in the manufacturing"
datschaubgroup,0,Mid-Market,Food Processing,Grocery Retail,Infor M3,Medius Denmark,484.0,Medius Capture,90.0,True,67788.53,3.0,9,13,310,1.444647202,10937.14815,4566.384615,1.559881834,34.894806,6,1.138298,54278,6816,5/17/2022 7:15,11/1/2021 11:09,"Dat-Schaub is active in the sourcing, producing, warehousing, marketing and distributing natural and artificial casings and ingredients to the food industry. The company's products include hog casings, sheep casings, beef casings, artificial casings,"
davidlloyd,0,Mid-Market,Leisure,Fitness & Dance Facilities,MS Dynamics 365 for Fi&Op,Medius UK,6474.0,Medius Capture,99.0,True,125516.71,1.0,7,38,508,1.83068032,16890.75926,9018.923076,2.502885764,65.414268,3,4.510605,108591,32421,9/28/2023 12:00,8/18/2022 13:53,"David Lloyd Leisure is the leading racquets, health & fitness club group in the UK with 59 clubs across the country and over 300,000 members."
dbi,0,Mid-Market,Manufacturing - Non-Durables,"Plastic, Packaging & Containers",MS Dynamics AX,Medius Denmark,274.0,RSO Bulk,54.0,True,13759.84,3.0,7,8,79,1.117647059,1082.849056,428.076923,1.181951577,31.677808,2,1.038052,5351,1077,1/7/2016 12:26,2/13/2015 9:51,"DBI was founded in 1937. From the beginning, as the name suggests, the company processed bakelite, being one of the first companies in Denmark to work with plastic. The company was situated in Copenhagen - Valby and produced bakelite parts for various in"
dcl,0,Mid-Market,Professional Services,Custom Software & IT Services,Custom ERP,Medius North America,277.0,Medius Capture,60.0,True,64155.84,11.0,6,2,119,2.037570445,3279.759259,1573.076923,1.470227133,30.176509,1,4.424992,17868,12073,7/2/2020 11:55,9/19/2019 16:38,"DCL (Design Communications, Ltd.) is a manufacturer of architectural specialties and custom signage for the built environment. Since 1984, DCL has been partnering with architects and designers to provide solutions for the corporate, educational, entertai"
delfood,0,Mid-Market,Manufacturing - Non-Durables,Building Materials,Iptor DC-1,Medius Benelux,22.0,Medius Capture,67.0,True,54546.83,1.0,7,3,82,1.714673243,5524.907407,2787.0,9.315965395,18.375406,3,1.803318,33578,10450,11/15/2021 7:19,1/29/2021 18:27,"Delfood nv is a company that operates in the Building Materials industry. It employs 21-50 people and has $1M-$5M of revenue. The company is headquartered in Charleroi, Wallonia, Belgium."
delicato,0,Mid-Market,Manufacturing - Non-Durables,Textiles & Apparel,Infor M3,Medius Sweden,63.0,Medius Capture,49.0,True,16660.73,1.0,8,2,37,1.211801897,941.87037,385.615384,1.398997996,9.450819,2,0.753245,4898,122,2/6/2020 12:48,10/7/2019 8:29,"Delicato is the biggest manufacturer of cakes and pastries in the Nordic countries. This position has been obtained thanks to a long-term commitment to quality, both in terms of ingredients and professional know-how. Our assortment includes chocolate, pi"
designeyeweargroup,0,Mid-Market,Consumer Products,"Flowers, Gifts & Specialty Stores",Visma Business,Medius Denmark,121.0,Medius Capture,80.0,True,2946.13,3.0,8,9,47,1.152838428,1421.888888,643.230769,5.648096339,10.15841,5,1.595506,8035,1736,3/11/2020 14:32,12/19/2019 17:49,"Design Eyewear Group creates and markets the iconic eyewear brands, sold worldwide by quality opticians for more than 40 years. Great design is what defines our brands; it keeps our brains sharp and accurate about life trends, art, technology and creatio"
dfs,0,Mid-Market,Manufacturing - Non-Durables,Furniture,Other,Medius UK,5473.0,Medius Capture,0.0,True,198541.34,3.0,15,4,1100,1.425531915,133.4,38.0,1.668421053,15.821428,3,2.029446,140,28,11/8/2024 15:31,1/19/2024 10:41,"DFS Trading Limited manufactures furniture. It offers fabric, leather, corner, and recliner sofas; fabric sofa beds, leather sofa beds, corner sofa beds, chair beds, and footstool beds; dining tables and chairs, sideboards and cabinets, occasional tables"
dob,0,Mid-Market,Manufacturing - Durables,Commercial & Residential Construction,Iptor IP1 (IBS Bookmaster),Medius Denmark,147.0,Medius Capture,50.0,True,7862.87,4.0,6,2,14,1.079207921,451.307692,201.846153,1.0,6.775,2,0.857385,2548,240,2/19/2024 10:47,12/14/2023 6:53,IBS Enterprise - KUNDE OMKOSTNINGSFAKTURAER - 7.000 invoices p? Readsoft
doggy,0,Mid-Market,Manufacturing - Non-Durables,Pet Products,IBS Enterprise / ASW,Medius Sweden,166.0,Medius Capture,77.0,True,29253.8,1.0,8,2,123,1.668901496,2958.722222,1241.846153,2.005984252,19.984402,3,1.730799,15412,1731,6/11/2015 14:12,3/20/2015 14:52,"Doggy AB is a company that operates in the Consumer Goods industry. It employs 101-250 people and has $1M-$5M of revenue. The company is headquartered in Vårgårda, Sweden."
dolsen,1,Mid-Market,Manufacturing - Non-Durables,Food & Beverage,EO Star,Medius North America,78.0,Medius Capture,56.0,True,65778.0,4.0,10,37,34,1.131,3100.203703,1565.076923,1.00042328,11.515109,1,0.443723,16612,8571,7/21/2023 14:55,5/22/2023 16:51,"Dolsen Leasing Company has been financing commercial equipment for businesses throughout the Pacific Northwest since 1958; making us the oldest independent leasing company in the State of Washington. We fund and service all of our own accounts, which all"
dometic,0,Enterprise,Manufacturing - Non-Durables,Appliances,MS Dynamics AX,Medius Sweden,9095.0,Medius Capture,26.0,True,190464.37,7.0,8,20,559,1.89179083,7098.185185,2781.153846,1.793870614,35.778002,7,2.347629,34640,6919,9/4/2019 7:57,7/12/2016 7:23,Go-Live av uppgradering i augusti.
domsjo,0,Enterprise,Professional Services,Research & Development,Oracle EBS,Medius Sweden,140000.0,Medius Capture,76.0,True,19485.52,2.0,9,3,118,2.170313589,2783.185185,1194.692307,1.356153747,7.279798,2,2.703552,15144,1787,4/23/2021 14:57,3/9/2021 12:46,Domsjö Fabriker This business has been claimed by the business owner or a representative Manage this business is a company that operates in the Paper & Forest Products industry. It employs 251-500 people and has $50M-$100M of revenue.
dooleys,0,Mid-Market,Travel & Tourism,Restaurants,SAP,Medius Australia,214.0,Medius Capture,77.0,True,27596.64,7.0,7,2,41,1.1,1982.981481,931.615384,3.345230097,12.123025,1,1.647027,11502,6015,7/10/2023 0:51,1/23/2023 23:28,"DOOLEYS is a social club that welcomes all members of the community. We offer an impressive variety of well appointed dining, entertainment and function facilities at three great Sydney locations. DOOLEYS Lidcombe Catholic Club is situated in the heart o"
doreljuvenileeurope,1,Mid-Market,Holding Companies,'-,Infor M3; Infor M3 Multi-Tenant Cloud,Medius Benelux,4200.0,Medius Capture,62.0,True,147460.93,11.0,9,10,370,1.395208631,6644.658536,2723.7,1.726089059,47.004713,3,2.098961,24183,7637,6/11/2024 9:55,2/28/2024 12:30,"Headquartered in Westmount, Quebec, Dorel Industries designs and manufactures for three areas: juvenile products, bicycles and home furnishings."
dorsogna,0,Mid-Market,Retail,Grocery Retail,Custom ERP,Medius Australia,568.0,Medius Capture,53.0,True,35508.32,3.0,7,2,58,1.455095863,2011.685185,827.923076,1.004729921,23.157712,1,1.779703,10610,2308,10/28/2021 4:36,9/6/2018 11:18,"D'Orsogna Limited manufactures a large range of smallgoods products for the domestic and export market. We aim at building long-term relationships with our stake holder's suppliers and customers alike, gaining their loyalty and respect by providi"
doxacc,0,Mid-Market,Travel & Tourism,Lodging & Resorts,'-,Medius Australia,142.0,Medius Capture,63.0,True,16113.9,4.0,6,3,27,1.243119266,1097.018518,490.538461,1.022092473,5.305626,1,0.508668,6246,782,10/27/2020 1:06,6/29/2020 5:58,"Doxa Community Club owns and operates two unique clubs in Melbourne CBD. Clocks (at Finders Street Station) and The Meeting Place (by Melbourne Central). Both venues offer comfortable and engaging environments for Members and the public alike to eat, dri"
dpj,0,Mid-Market,Retail,Furniture,Visma Business,Medius Sweden,70.0,Medius Capture,69.0,True,2960.87,1.0,9,6,106,2.204247345,1983.574074,951.692307,2.912223402,18.934472,3,1.178871,11633,702,1/22/2020 8:56,10/10/2019 12:55,"DPJ Svenska AB is a company that operates in the Retail industry. It employs 51-100 people and has $5M-$10M of revenue. The company is headquartered in Stockholm, Stockholm, Sweden."
drivator,0,Mid-Market,Venture Capital & Private Equity,'-,Fortnox; Pyramid,Medius Sweden,288.0,Medius Capture,11.0,True,36742.27,2.0,9,4,21,1.452012384,529.574074,216.307692,1.06769341,16.829015,2,1.45439,2654,193,2/1/2024 8:41,11/3/2023 7:41,'-
drschaer,0,Mid-Market,Manufacturing - Non-Durables,Food & Beverage,MS Dynamics 365 Business Central; MS Dynamics NAV,Medius Benelux,1451.0,Medius Capture,51.0,True,127620.62,4.0,10,12,1342,1.713041585,11370.33333,4904.846153,1.734114971,32.010518,6,1.540312,57875,10838,2/16/2023 13:15,4/14/2022 6:18,"Our story began in 1922 in South Tyrol, the heart of the Alps, with a vision to improve the lives of people with special nutritional needs. Ever since the company was founded, proximity to the consumer has been our guiding commitment. Our core competence"
e2ip,0,Mid-Market,Construction,"Architecture, Engineering & Design",Epicor,Medius North America,235.0,Medius Capture,61.0,True,27294.96,3.0,8,5,702,1.369272237,1665.574074,781.461538,1.566502967,33.649457,2,2.087457,9176,2305,5/13/2022 16:59,4/19/2022 19:33,"GGI specializes in the custom design and production of Human Machine Interface technologies. They are headquartered out of Lachine, Quebec."
eas,0,Mid-Market,Retail,Home Improvement & Hardware Retail,Infor M3 Multi-Tenant Cloud,Medius Norway,569.0,Medius Capture,61.0,True,63585.23,1.0,8,3,553,2.050682944,18934.14815,12736.61538,4.170705974,27.662257,2,5.490715,121518,22757,4/7/2022 9:04,5/18/2021 10:36,Byggern nationwide building product store chain with a revenue of 4.2 billion NOK and over 90 physical stores spread throughout Norway.
eastbaytire,0,Mid-Market,Consumer Products,Automotive Service & Collision Repair,MS Dynamics 365 Business Central,Medius North America,136.0,Medius Capture,92.0,True,85200.0,9.0,9,3,51,1.844512195,5801.87037,3116.307692,1.877834804,14.681767,2,1.087162,36924,3576,2/27/2020 17:16,7/23/2019 7:38,"Founded in 1946, East Bay Tire Co. is a fourth generation, family-owned tire wholesaler, exporter and commercial dealer with twelve locations across California and Hawaii. East Bay Tire Co has inventories of major brand passenger, light truck, commercial"
eastwood,0,Mid-Market,Retail,Automotive Service & Collision Repair,MS Dynamics AX,Medius North America,288.0,Medius Capture,41.0,True,39938.04,15.0,12,2,34,1.336538462,1987.166666,976.076923,1.827680657,19.830475,1,0.352842,12107,3091,12/18/2023 17:50,10/9/2023 13:18,"The Eastwood Company is a seller of automotive restoration products, headquartered in Pennsylvania, United States. Founded in 1978, the company was started by Curt Stroker. ""Do-It-Yourself"" and ""Do the Jobs Right"" are the mottos of th"
easypark,0,Mid-Market,Membership Organizations,Mobile App Development,Jeeves; Oracle NetSuite,Medius Sweden,344.0,Medius Capture,27.0,True,117903.11,1.0,11,31,514,1.389959985,1954.574074,691.615384,1.002024747,13.993971,3,1.257453,8152,1493,1/10/2024 12:03,11/16/2023 12:51,Together we are a diverse team of +1000 employees across the globe who stay true to our values while making cities more livable. We believe that our strong culture is one of the most important reasons why EasyPark Group today is a leading global parking
ebmpapst,0,Mid-Market,'-,'-,SAP,Medius Sweden,288.0,Medius Capture,75.0,True,14946.12,2.0,8,2,34,1.317647059,1064.169811,605.615384,2.42978286,52.079207,1,0.39441,7526,101,3/4/2024 10:04,11/10/2023 10:49,'-
ebp,0,Mid-Market,Consumer Products,Automotive Service & Collision Repair,Jeeves,Medius Sweden,62.0,Medius Capture,52.0,True,15603.84,1.0,8,2,43,1.541284404,960.461538,415.692307,2.327903411,10.835365,2,1.647946,5177,328,4/13/2015 8:37,9/10/2014 13:43,"Ebp I Olofström Ab is a company that operates in the Automotive industry. It employs 51-100 people and has $1M-$5M of revenue. The company is headquartered in Olofstroem, Blekinge, Sweden."
ecomaterial,1,Mid-Market,Manufacturing - Non-Durables,Building Materials,MS Dynamics GP,Medius North America,1200.0,Medius Capture,0.0,True,54732.0,1.0,10,2,238,1.417737518,5885.8,3071.0,1.0,38.10682,1,1.330234,26913,7199,5/8/2023 13:05,1/5/2023 22:26,"Eco Material Technologies is a leading marketer of fly ash and all coal combustion products. With more than four decades of experience marketing fly ash to the concrete industry, Eco Material is a pioneer in the development of new construction material t"
ecoonline,0,Mid-Market,Computer Software,'-,MS Dynamics 365 for Fi&Op,Medius Norway,138.0,Medius Capture,62.0,True,13219.55,5.0,5,10,143,1.516295026,1263.777777,503.76923,3.287945034,20.471347,3,0.855726,6108,1239,1/9/2023 8:35,8/31/2021 15:31,EcoOnlines is a company that operates in the Chemicals industry. It employs 101-250 people and has $10M-$25M of revenue. The company is headquartered in Norway.
edbygg,0,Mid-Market,Construction,Commercial & Residential Construction,Visma Business,Medius Sweden,63.0,RSO Bulk,82.0,True,14314.73,1.0,8,27,79,1.29362955,2836.87037,1275.384615,1.46799708,15.736444,2,3.045498,16468,2250,12/4/2017 12:55,10/16/2017 14:55,"ED Bygg is a company that operates in the Construction industry. It employs 21-50 people and has $10M-$25M of revenue. The company is headquartered in Norrkoping, OEstergoetland, Sweden."
edf,0,Enterprise,Energy / Utilities,"Electricity, Oil & Gas",SAP,Medius UK,12000.0,RSO Bulk,76.0,True,274244.23,10.0,13,91,29208,2.189151302,18560.09259,10998.69231,1.535905869,41.471645,1,5.827722,107048,6842,8/17/2022 10:00,10/7/2021 14:28,"EDF Energy is the trading name of EDF Energy Customers plc, an energy company that provides gas and electricity to homes throughout the United Kingdom. It employs over 13,000 people and handles 5.5 million customer accounts. The company is owned by the F"
ekamant,0,Mid-Market,Manufacturing - Non-Durables,Building Materials,Jeeves,Medius Sweden,131.0,Medius Capture,65.0,True,19781.36,2.0,7,2,36,1.6,913.148148,359.076923,1.563307494,5.204188,2,1.094969,4513,191,12/15/2022 7:16,10/7/2022 12:13,1956 Ekamant develops its first resin-bonded abrasive paper. 1972 Ekamant receives its first patent - for antistatic abrasives. 1975 Ekamant introduces Antistatex - the first antistatic abrasive paper in the world. 1984 Ekamant introduces phenolic resin-
